name,job,phone,email,country, salary 
ÇáÃÓÊÇĞ ÃÍãÏ İÕíá,Professor Emeritus,940-832-3911x770,ilhjr@yahoo.com,Russian Federation," 5,568,404.00 Ï.Ú.ş "
ÇáãåäÏÓÉ áÇäÇ ÇáÚÌáÇä,Quantity surveyor,(353)434-1464,hll40@hotmail.com,Azerbaijan," 12,335,703.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÓÇåÏ ÇáÏÈÇÛ,Amenity horticulturist,649.874.6757x216,mnlhjr@yahoo.com,Panama," 11,977,457.00 Ï.Ú.ş "
ÇáÏßÊæÑ ØãæÍ ÇáÔÇíÚ,Careers information officer,461.920.2005,zmylmshwl@hotmail.com,Georgia," 12,949,106.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÚÈÏ ÇáÈÇÑí ÇáÚŞíá,Technical sales engineer,001-567-546-9480x40929,zal-mqt@hotmail.com,Turkmenistan," 6,460,358.00 Ï.Ú.ş "
İÑÌ ÇáãåíÏÈ,Catering manager,723.384.5966x4894,gal-khdyr@yahoo.com,Indonesia," 11,423,996.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ áØİí ÇáÎÑÇİí,Interpreter,(705)653-0773x965,ljbrjmn@gmail.com,Armenia," 8,222,144.00 Ï.Ú.ş "
ãÑíã ÇáÌİÇáí,Child psychotherapist,8614779201,slm78@hotmail.com,Panama," 9,587,177.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÃİÑÇÍ Âá ÎÖíÑ,"Editor, commissioning",535.325.8813,wal-lskry@hotmail.com,Turks and Caicos Islands," 2,905,903.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÚÏäÇä ÇáãÔÇæáÉ,Advertising art director,840-424-7401,ldbgnsr@hotmail.com,Latvia," 5,157,771.00 Ï.Ú.ş "
ãİíÏ Âá ÚæÇÖ,Camera operator,986.240.8835x59755,hlmhydb@yahoo.com,India," 6,563,013.00 Ï.Ú.ş "
ßæËÑ ÇáÍßíÑ,Information officer,7675080653,shln38@yahoo.com,Falkland Islands (Malvinas)," 9,275,955.00 Ï.Ú.ş "
ÍŞøí ÇáãåäÇ,Aid worker,617.359.6451,lfyf86@yahoo.com,Mongolia," 10,752,147.00 Ï.Ú.ş "
æİíŞ ÇáÑÇÔÏ,"Engineer, aeronautical",253.621.7131x385,shf04@hotmail.com,Nicaragua," 4,899,837.00 Ï.Ú.ş "
ÌíáÇä Âá ÚÇíÖ,Bookseller,(443)450-3110x015,bd-lgfwr52@yahoo.com,United Arab Emirates," 10,028,082.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÌíáÇä ÔÑÈÊáí,Arts development officer,895-883-8629x647,bw-dwwdjl@hotmail.com,Cook Islands," 2,314,852.00 Ï.Ú.ş "
ÇáÓíÏÉ ÑíÇä ÇáãåíÏÈ,Paramedic,427.926.2455x20743,hjrmrtjy@gmail.com,Turks and Caicos Islands," 5,612,837.00 Ï.Ú.ş "
ÇáÏßÊæÑ ŞÇäÊ ÇáÌİÇáí,Trade union research officer,565.471.7678x9080,rynd83@gmail.com,Pakistan," 10,055,514.00 Ï.Ú.ş "
ÖíÇÁ Âá ÚÇíÖ,"Scientist, research (life sciences)",375-847-1636,zby65@yahoo.com,Estonia," 9,368,200.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÊãÇã ÇáÚŞíá,Health promotion specialist,293.569.8664x94120,amhn@gmail.com,Libyan Arab Jamahiriya," 1,298,390.00 Ï.Ú.ş "
ßÇÑã Âá ãÚíÖ,Jewellery designer,334-850-0817x71457,al-bn-zfrgzy@yahoo.com,Burundi," 5,474,648.00 Ï.Ú.ş "
æÕÇİ Âá Èä áÇİí,Warehouse manager,262-316-1172x56151,sltn80@gmail.com,Tajikistan," 12,061,869.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ äÚíã Âá ÕİæÇä,Call centre manager,(664)911-7772,wlhkyr@hotmail.com,Venezuela," 14,497,130.00 Ï.Ú.ş "
äÇÏí Âá ÌÚİÑ,"Therapist, sports",854-579-3158x056,tywbal-mhmd-bn-ly-bn-jmz@hotmail.com,Nauru," 1,829,809.00 Ï.Ú.ş "
ÖíÇÁ ãåäÇ,"Producer, television/film/video",(701)583-6893x77170,sdh01@yahoo.com,Vanuatu," 10,118,248.00 Ï.Ú.ş "
ããÏæÍ Âá ÇáÔíÎ,"Scientist, research (physical sciences)",298.317.3764,sdwm14@yahoo.com,Holy See (Vatican City State)," 1,347,732.00 Ï.Ú.ş "
áíäÇ ÇáÎÑÇİí,Horticultural therapist,001-635-766-9298x0343,rmhn@gmail.com,Slovenia," 8,744,238.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÙåíÑ ÃÈæ ÏÇææÏ,"Development worker, community",6226074695,jryr73@gmail.com,Burundi," 10,203,094.00 Ï.Ú.ş "
ÇáãåäÏÓ ãÚíä ÃÈæ ÏÇææÏ,Charity fundraiser,391.875.9524,mhsn47@gmail.com,Niue," 12,872,209.00 Ï.Ú.ş "
ÑÇÛÈ ÇáÎÑÇİí,Air traffic controller,(677)899-4101,ral-qsyr@gmail.com,Faroe Islands," 10,228,335.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÑíäÇÏ ÇáÌİÇáí,Special educational needs teacher,(621)200-4616x277,al-tflfyf@yahoo.com,Somalia," 7,661,171.00 Ï.Ú.ş "
áÇäÇ Âá ÌÚİÑ,Health and safety adviser,001-299-860-4962x433,jal-khdyr@yahoo.com,New Zealand," 9,909,476.00 Ï.Ú.ş "
ÚÇÆÏ Âá ŞÕíÑ,"Engineer, automotive",682.511.1340x94589,mhdy93@hotmail.com,Zambia," 7,289,478.00 Ï.Ú.ş "
Ìäì Âá ÕİæÇä,Fitness centre manager,(544)903-3508x80080,oal-sltn@yahoo.com,Iraq," 8,992,386.00 Ï.Ú.ş "
ÇáãåäÏÓ íÇÓÑ ÇáÑÇÔÏ,Banker,404.430.6498x5025,mutzal-tf@hotmail.com,Trinidad and Tobago," 5,798,123.00 Ï.Ú.ş "
áÊíä Âá ãŞØÉ,Risk manager,912.368.3143,hnbwlymsbh@hotmail.com,Saint Pierre and Miquelon," 11,498,327.00 Ï.Ú.ş "
ÎÇÔÚÉ Èä áÇÏä,Magazine features editor,-3555,njdt18@hotmail.com,Gabon," 13,268,659.00 Ï.Ú.ş "
ÓíøÏ ÇáÌİÇáí,Chartered loss adjuster,235-237-7017,al-bn-zfrtyd@gmail.com,Canada," 9,357,148.00 Ï.Ú.ş "
ÕÇÈÑ ÇáÏÈÇÛ,Exhibition designer,9348284434,fthy50@gmail.com,Bosnia and Herzegovina," 12,892,790.00 Ï.Ú.ş "
äæÑå Âá ÕİæÇä,"Engineer, production",602-565-2131x8589,ljlnkswb@hotmail.com,Hungary," 10,203,505.00 Ï.Ú.ş "
ÚÇáíÉ ÇáÚŞíá,Phytotherapist,001-433-504-7933,thnbwly@gmail.com,Bahamas," 1,788,942.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãÎáÕ Âá ãŞØÉ,Aeronautical engineer,(540)383-0120,lwyljbr@hotmail.com,Gabon," 7,520,684.00 Ï.Ú.ş "
äÇÑÏíä Âá ÕİæÇä,"Conservation officer, historic buildings",899.360.4020x8482,lshymunjd@yahoo.com,Slovakia (Slovak Republic)," 5,935,301.00 Ï.Ú.ş "
æÇÆá ÇáÍßíÑ,"Lighting technician, broadcasting/film/video",(519)853-6549x440,kmlldbg@yahoo.com,Puerto Rico," 10,470,243.00 Ï.Ú.ş "
ÇáÓíÏ ÍãíÏ Âá ÓáØÇä,Chartered loss adjuster,+1-917-343-7389x939,hyl66@hotmail.com,India," 2,867,005.00 Ï.Ú.ş "
ÂíÇÊ ÇáãåäÇ,"Conservator, furniture",(838)638-0059x3543,twfyq55@gmail.com,Iceland," 13,051,596.00 Ï.Ú.ş "
æÇÏÚ Âá ÚÇíÖ,Dramatherapist,607-405-4103x954,kmlljfly@gmail.com,Guernsey," 10,529,002.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ æÌíå Âá ÚÇíÖ,Production engineer,+1-604-528-3028x29427,tblqyl@hotmail.com,New Zealand," 7,707,152.00 Ï.Ú.ş "
íÇİÚ ÔÑÈÊáí,Operational researcher,5939539309,al-bn-zfrrj@yahoo.com,South Africa," 7,152,130.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÒßíÉ ÇáÏÈÇÛ,Art therapist,919-862-5570x63254,zbn-ldn@hotmail.com,Lao People's Democratic Republic," 2,233,523.00 Ï.Ú.ş "
ßÓøÇÈ ÇáÌİÇáí,Automotive engineer,268-584-8974x0806,al-khdyrkhlyl@yahoo.com,Guyana," 1,887,469.00 Ï.Ú.ş "
åÏì ÇáÚŞíá,"Engineer, materials",7375778685,al-rfymdht@hotmail.com,Zambia," 8,452,391.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ãõäíÑ Âá ÚÇíÖ,Financial trader,735.563.2179,jllyn@hotmail.com,Gabon," 11,232,758.00 Ï.Ú.ş "
ÍİíÙ ÔÑÈÊáí,Geographical information systems officer,867-346-6293x2023,fsylgnm@gmail.com,Netherlands Antilles," 14,204,682.00 Ï.Ú.ş "
ÇáãåäÏÓ Ôåã ÇáÑÇÔÏ,Forensic psychologist,+1-352-753-1293x706,bal-bn-zfr@gmail.com,Cote d'Ivoire," 9,313,855.00 Ï.Ú.ş "
ÚáæÇä ÍäÈæáí,TEFL teacher,668.520.3382,ljlntmd@gmail.com,Bhutan," 6,229,882.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÏÇäÉ Âá ÑİíÚ,Ranger/warden,9527404851,xlhjr@gmail.com,Bhutan," 1,785,278.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ äÇÕÑ ÇáÏøíä ÇáÔÇíÚ,Web designer,001-886-218-7247x715,bw-dwwdshj@hotmail.com,Cameroon," 10,726,771.00 Ï.Ú.ş "
ãÏÍÊ Âá ÍÓíä,Lawyer,001-896-704-9910x8969,lmshwlrj@hotmail.com,Aruba," 9,832,666.00 Ï.Ú.ş "
ÇáÓíÏ ÚÒÇÒ İÕíá,"Scientist, research (medical)",895-558-5838x2222,al-bn-lfyqyl@yahoo.com,Taiwan," 5,863,255.00 Ï.Ú.ş "
ÇáãåäÏÓÉ áæÑíä Âá ãÚíÖ,Water quality scientist,867.739.2476x62728,cal-lshykh@gmail.com,Mexico," 5,751,493.00 Ï.Ú.ş "
İÏÇÁ ÇáÚáíÇä,Records manager,762-207-1948x945,khlf93@hotmail.com,Egypt," 8,001,469.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÕÇãÏ ßÇäæ,"Journalist, magazine",641-555-8525,rfyqlhjr@gmail.com,Macao," 11,204,504.00 Ï.Ú.ş "
ÕÇÑã ÇáÑÇÔÏ,"Scientist, marine",-1624,ulmhydb@yahoo.com,Oman," 8,268,857.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ãíÇÑ Âá ÚæÇÖ,Hydrogeologist,273.991.0083,rydljfly@gmail.com,Saint Vincent and the Grenadines," 1,462,624.00 Ï.Ú.ş "
ÊÇáÇ ÔÑÈÊáí,Magazine journalist,518.705.4891x6613,al-lykrym@gmail.com,Kazakhstan," 7,557,170.00 Ï.Ú.ş "
Ñíã Âá ÚæÇÖ,"Surveyor, building control",3605953682,wylal-tf@gmail.com,Singapore," 2,502,845.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÑÈì ÇáÌÇÈÑ,"Administrator, local government",7115357397,srm83@yahoo.com,Puerto Rico," 14,929,131.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ äÕÑí ÍäÈæáí,Retail buyer,(488)564-2026x679,msrwrknw@yahoo.com,Seychelles," 9,008,099.00 Ï.Ú.ş "
ÇáÓíÏ ãØÇæÚ ÇáÍÌÇÑ,Translator,001-334-481-2118x359,qb-lkhyl@hotmail.com,Bulgaria," 3,456,158.00 Ï.Ú.ş "
æÌÏí ÇáÎÑÇİí,Retail manager,+1-805-838-9525x8923,nwrs86@yahoo.com,United States Minor Outlying Islands," 13,448,766.00 Ï.Ú.ş "
ÇáÓíÏ ãÄãä ÇáÌÇÈÑ,Graphic designer,001-711-807-8590x73993,al-bn-lfywjdy@yahoo.com,Costa Rica," 5,943,976.00 Ï.Ú.ş "
ãÑíã Âá ÍÓíä,Music therapist,(408)485-4675x558,glhkyr@yahoo.com,Northern Mariana Islands," 3,859,711.00 Ï.Ú.ş "
ÑæİíÏÇ ÇáãåíÏÈ,"Therapist, music",276.608.1755,hydy58@gmail.com,Vanuatu," 5,528,105.00 Ï.Ú.ş "
ÇáÓíÏ ÑÇÆİ ÇáÑÇÔÏ,"Social research officer, government",+1-243-622-2734x3082,slm06@hotmail.com,Mauritius," 10,625,678.00 Ï.Ú.ş "
ÇáÏßÊæÑ íÇİÚ Âá ÍÓíä,Nutritional therapist,597-438-6933x749,yr72@gmail.com,British Virgin Islands," 3,989,295.00 Ï.Ú.ş "
ÌãíáÉ ÇáÑÇÔÏ,Associate Professor,(912)886-6213x121,qal-yd@hotmail.com,Somalia," 3,191,143.00 Ï.Ú.ş "
ÇáÏßÊæÑ æÕİí Âá ÓáØÇä,Psychiatrist,878-254-9816,zal-qsyr@yahoo.com,Nepal," 12,996,505.00 Ï.Ú.ş "
ŞÕíÏ ÇáãåíÏÈ,Metallurgist,+1-277-969-7213x44415,b-lkhyltryf@gmail.com,Azerbaijan," 8,912,898.00 Ï.Ú.ş "
ÌæÇä Âá Úáí,"Scientist, audiological",001-690-958-8660x11412,frzdq77@yahoo.com,Nauru," 12,793,912.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ áæáíÇ ÍÌÇÑ,"Engineer, agricultural",900-527-2061x764,bd-lltyfal-bn-zfr@gmail.com,Saint Pierre and Miquelon," 5,751,033.00 Ï.Ú.ş "
ÌæÇä ÇáãåäÇ,Audiological scientist,(612)580-8038x508,lshyrjh@hotmail.com,Serbia," 3,291,967.00 Ï.Ú.ş "
ãÌÇåÏ Âá ÌÚİÑ,Personal assistant,791-497-7358x751,frhnljln@yahoo.com,Trinidad and Tobago," 6,849,176.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÏÇäíÉ ÇáãåäÇ,Theatre manager,5914803103,ndl55@yahoo.com,Peru," 13,864,035.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÍäÈá ÇáãÛÇæáÉ,Horticultural consultant,+1-700-749-7780x8673,ymnal-khdyr@hotmail.com,Japan," 3,271,441.00 Ï.Ú.ş "
ÕÇáÍ ÇáãåíÏÈ,Magazine journalist,001-728-582-6516x89116,fal-bn-lfy@hotmail.com,Western Sahara," 4,550,951.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÃÓÑÇÑ Âá ÚæÇÖ,"Civil engineer, contracting",7179081632,msrwr78@gmail.com,Micronesia," 13,775,905.00 Ï.Ú.ş "
ÌæÏ Âá ÚÇíÖ,Armed forces technical officer,001-353-630-3850x7050,al-mhmd-bn-ly-bn-jmzlyn@hotmail.com,Cambodia," 13,238,455.00 Ï.Ú.ş "
ãõÊíøã Âá ŞÕíÑ,Probation officer,001-480-505-0368,ty44@hotmail.com,Guinea-Bissau," 5,876,786.00 Ï.Ú.ş "
ßÇİæÑ ãåäÇ,Arboriculturist,(865)320-4462x293,xal-jfr@hotmail.com,Austria," 2,268,093.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÓíøÏ Âá ÑİíÚ,Company secretary,(513)285-0586,nymlqyl@yahoo.com,Belgium," 8,055,409.00 Ï.Ú.ş "
ÌæÑíøÉ Âá ÌÚİÑ,Chartered certified accountant,629-351-7843,mhnwd27@gmail.com,Japan," 2,914,854.00 Ï.Ú.ş "
ÇáÂäÓÉ ÈáãÇÁ Âá ãŞØÉ,"Secretary, company",595-893-2528,al-lshykhtwfyq@yahoo.com,Netherlands Antilles," 9,875,803.00 Ï.Ú.ş "
ÊÑİ ÇáÌİÇáí,"Scientist, water quality",541-477-6553,br93@yahoo.com,Luxembourg," 1,946,573.00 Ï.Ú.ş "
ÎÇáÏ Âá ãÚíÖ,Systems analyst,001-873-218-4602x780,msbhlkhrfy@hotmail.com,Mexico," 5,726,340.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÈæÑÇä ßÇäæ,Restaurant manager,855-486-9020,ljlnhmdy@yahoo.com,Taiwan," 14,542,679.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÈáÓã ÇáÏÈÇÛ,Physiotherapist,-10523,rdwnal-sfwn@hotmail.com,Benin," 10,010,693.00 Ï.Ú.ş "
ÇáÏßÊæÑ İÑÌ Âá ÇáÔíÎ,Forest/woodland manager,647.572.9687x7017,fthylmgwl@yahoo.com,Azerbaijan," 2,714,560.00 Ï.Ú.ş "
ãåÑÇä Âá ÚØİÉ,"Teacher, adult education",(622)919-3260x7169,hmmlmshwl@hotmail.com,Macao," 14,557,313.00 Ï.Ú.ş "
ÇáãåäÏÓ İÎÑ ÇáÏøíä ÔÑÈÊáí,Travel agency manager,001-626-605-7931x2631,bd-lgfwrlmshwl@hotmail.com,Vietnam," 6,797,140.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÚÑİå ÇáÍßíÑ,Patent examiner,(330)282-4619,fydal-bn-lfy@gmail.com,Japan," 5,497,385.00 Ï.Ú.ş "
ØÑíİ ÇáÎÑÇİí,"Geneticist, molecular",+1-627-236-7559x06529,tknw@gmail.com,Guyana," 1,910,038.00 Ï.Ú.ş "
ÈåÇÁ Âá ÚæÇÖ,"Engineer, drilling",861.213.4399x52511,nsry33@yahoo.com,Saint Barthelemy," 9,713,546.00 Ï.Ú.ş "
Êæáíä ÇáãÛÇæáÉ,Catering manager,301.417.8769x7159,bn-ldnjwn@hotmail.com,Vietnam," 2,273,949.00 Ï.Ú.ş "
ÇáãåäÏÓ ËÇÈÊ ÇáãåäÇ,"Administrator, education",498-725-4539x845,jwd75@gmail.com,Bolivia," 10,962,084.00 Ï.Ú.ş "
Óáíã ãåäÇ,Graphic designer,(620)380-5541,msbh51@gmail.com,South Georgia and the South Sandwich Islands," 3,799,190.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÚÇßİ Âá ÕİæÇä,"Conservator, furniture",(401)234-2177x3277,kswblmshwl@hotmail.com,Cook Islands," 2,311,832.00 Ï.Ú.ş "
ÈËíäÉ ÇáãÔÇæáÉ,Prison officer,-11151,bhy16@yahoo.com,Kazakhstan," 7,130,133.00 Ï.Ú.ş "
ÓİíÑ Âá ÚÇíÖ,"Scientist, research (medical)",(621)564-8891,al-qsyrbnfsj@hotmail.com,Malta," 6,064,985.00 Ï.Ú.ş "
ÇáÏßÊæÑ äÈÑÇÓ ÃÈæ ÏÇææÏ,Accounting technician,(295)703-4412,sljln@yahoo.com,Uzbekistan," 14,003,172.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÚÊÇÈ ÍäÈæáí,Hydrogeologist,603-309-5686x6502,wjdy35@gmail.com,Peru," 7,785,842.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ãíáÇÁ ÇáãåíÏÈ,Air traffic controller,+1-721-833-8615x46466,zkyljfly@gmail.com,Norfolk Island," 4,075,121.00 Ï.Ú.ş "
ÊÇáíÇ Âá Èä ÙÇİÑ,Personnel officer,296-684-1475,mal-sltn@yahoo.com,Pitcairn Islands," 6,676,070.00 Ï.Ú.ş "
ÒÇíÏ Âá ÕİæÇä,"Engineer, manufacturing",001-741-733-8206x4897,zhral-mhmd-bn-ly-bn-jmz@gmail.com,Norfolk Island," 2,956,003.00 Ï.Ú.ş "
ÇáãåäÏÓ æÏæÏ Âá ÇáÔíÎ,"Nurse, children's",583.496.8954,al-swdkwthr@yahoo.com,Cote d'Ivoire," 13,456,181.00 Ï.Ú.ş "
ÕÇáÍ Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Office manager,001-622-929-4385x613,ysmynlshy@yahoo.com,Micronesia," 8,787,347.00 Ï.Ú.ş "
ÌáäÇÑ ÃÈæ ÏÇææÏ,Insurance broker,(758)492-1752,bhyhnbwly@hotmail.com,Israel," 1,506,689.00 Ï.Ú.ş "
ÇáãåäÏÓ ÓáãÇä ÇáãåäÇ,"Administrator, charities/voluntary organisations",588-743-9255x652,ayt86@gmail.com,Gabon," 7,470,735.00 Ï.Ú.ş "
ÇáÓíÏ ØÇãÍ Âá ÇáÔíÎ,Insurance underwriter,001-882-869-6428x5604,al-rfyzkry@hotmail.com,Uganda," 9,514,859.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ æÕİí Âá Èä áÇİí,Theatre manager,+1-758-472-9196x310,al-wdrshd@gmail.com,Morocco," 2,303,116.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ßÑãÉ ÇáÚŞíá,Proofreader,637.750.9819x52071,ral-ly@hotmail.com,Timor-Leste," 2,109,653.00 Ï.Ú.ş "
ÑæİíÏÇ Âá ŞÕíÑ,Sub,+1-409-470-2314x6202,hlhkyr@hotmail.com,Ecuador," 2,877,113.00 Ï.Ú.ş "
ÇáÂäÓÉ ÇİÊßÇÑ ÇáÏÈÇÛ,Chemical engineer,001-810-935-2757x12396,mstfal-jfr@yahoo.com,Comoros," 11,977,678.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÃäÇåíÏ Âá ÌÚİÑ,"Designer, blown glass/stained glass",(651)946-3588x361,mzhr88@yahoo.com,United States Minor Outlying Islands," 8,487,527.00 Ï.Ú.ş "
íÚŞæÈ Âá ÎÖíÑ,Clinical molecular geneticist,787-633-8996,lhjrqsyd@yahoo.com,Kyrgyz Republic," 1,025,729.00 Ï.Ú.ş "
İÑÇÊ ÇáÑÇÔÏ,Training and development officer,(379)643-1365x190,gal-sltn@yahoo.com,Hong Kong," 1,127,583.00 Ï.Ú.ş "
ØÇÆÚ ßÇäæ,Chief Financial Officer,422.669.8347x4866,ual-lshykh@yahoo.com,Nicaragua," 3,159,440.00 Ï.Ú.ş "
ÇáÏßÊæÑ İíøÇÖ ÃÈÇ ÇáÎíá,Immunologist,(720)298-7530,fkhrljfly@yahoo.com,Australia," 5,149,495.00 Ï.Ú.ş "
ÖÍì ÇáÚÌáÇä,Air broker,865-260-0167x3016,rshdyal-mqt@gmail.com,Jersey," 3,840,176.00 Ï.Ú.ş "
ÇáÓíÏÉ ÌæÏ Âá ÓáØÇä,Quality manager,940-998-9249x0824,tal-rfy@gmail.com,Nigeria," 7,905,583.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ãíÑÇá Âá ÑİíÚ,Illustrator,906-926-0899x54803,khfq78@gmail.com,Liberia," 13,157,025.00 Ï.Ú.ş "
ÕÚÈ Âá ãŞØÉ,"Education officer, environmental",590-328-0704,majdy23@hotmail.com,Vanuatu," 8,593,392.00 Ï.Ú.ş "
ÌæáíÇ Âá ÑİíÚ,Tax inspector,231.586.4555x630,lshymzhr@yahoo.com,Uzbekistan," 6,995,202.00 Ï.Ú.ş "
ÇáÓíÏÉ åÏì Âá ŞÕíÑ,"Psychologist, counselling",(466)358-9688x78293,bd-lmhyylhkyr@hotmail.com,Korea," 14,262,347.00 Ï.Ú.ş "
ÒåÑÉ Âá ÑİíÚ,Radiation protection practitioner,813.681.0960x38867,b-lkhylnwr@yahoo.com,Tuvalu," 2,791,413.00 Ï.Ú.ş "
ÚÈÏÇáÑøÍãä ÇáãåíÏÈ,Human resources officer,404.366.5175x21951,rytj97@hotmail.com,Brazil," 702,474.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ãÙåÑ ÇáÑÇÔÏ,"Horticulturist, amenity",2097231608,ndyal-myd@gmail.com,Niue," 7,675,289.00 Ï.Ú.ş "
ÇáãåäÏÓ ÑÇÓã ÔÑÈÊáí,Maintenance engineer,001-370-229-4739x42466,zal-myd@yahoo.com,Solomon Islands," 4,539,004.00 Ï.Ú.ş "
ÇáãåäÏÓ äÙãí ÇáÎÑÇİí,Camera operator,2186741330,trnym04@yahoo.com,Saint Helena," 13,212,132.00 Ï.Ú.ş "
ÇáãåäÏÓ ÔÚíÈ ÔÑÈÊáí,Television/film/video producer,001-904-301-1880x351,ljbrgswn@gmail.com,Barbados," 2,160,486.00 Ï.Ú.ş "
ãõÑÓí ÍäÈæáí,Community arts worker,737-243-7935x13018,rshrbtly@yahoo.com,Nepal," 7,197,819.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÑíÊÇá Âá ÇáÚÓßÑí,"Radiographer, therapeutic",735-809-9292,jswrbqshn@yahoo.com,Tajikistan," 1,543,101.00 Ï.Ú.ş "
ÑÓÊã Âá Èä áÇİí,Town planner,798.900.1304x1825,nwfal-khdyr@hotmail.com,Marshall Islands," 4,181,710.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÃÌæÇä Èä áÇÏä,"Development worker, community",(425)552-2643,vlmshwl@gmail.com,Korea," 5,434,703.00 Ï.Ú.ş "
äĞíÑ İÕíá,Petroleum engineer,308-439-9206x7071,bd-lswlm00@gmail.com,Liberia," 1,083,473.00 Ï.Ú.ş "
ÇÈÊßÇÑ Èä áÇÏä,"Designer, jewellery",504.390.0256x37511,mundl79@gmail.com,Netherlands Antilles," 3,144,410.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÃÛÇÑíÏ ÇáÚŞíá,Further education lecturer,479-681-6084,fal-myd@gmail.com,Cocos (Keeling) Islands," 2,012,491.00 Ï.Ú.ş "
ÇáãåäÏÓ åÇäí ÇáÚÌáÇä,"Sales professional, IT",713-759-5987x4283,eal-tf@yahoo.com,Tonga," 12,287,944.00 Ï.Ú.ş "
ÇáÓíÏ İÊÍí ßÇäæ,Medical illustrator,001-465-511-0250x79064,gnmldbg@gmail.com,Argentina," 8,217,750.00 Ï.Ú.ş "
ÈáäÏ Âá ÓáØÇä,Media planner,954.466.8381x2705,mukhymr43@hotmail.com,Kiribati," 6,547,704.00 Ï.Ú.ş "
ÇáãåäÏÓ Óåíá Âá ÇáÚÓßÑí,Medical sales representative,225-521-1656x38972,thsyn56@hotmail.com,Spain," 14,144,581.00 Ï.Ú.ş "
ÃÛÇÑíÏ Âá ÓÚæÏ,"Administrator, local government",2964039941,zbw-dwwd@gmail.com,Guernsey," 8,293,558.00 Ï.Ú.ş "
äæÑí Âá ÎÖíÑ,"Education officer, environmental",+1-788-396-5274x734,cbn-ldn@hotmail.com,Mongolia," 7,197,675.00 Ï.Ú.ş "
ÑíãÇä ÇáÍßíÑ,Retail buyer,856.249.3793,lshyhfz@gmail.com,Guyana," 10,724,368.00 Ï.Ú.ş "
ÓáÓÈíá Âá ãÚíÖ,Retail manager,869-737-7304x60674,bthlljfly@hotmail.com,Angola," 3,900,752.00 Ï.Ú.ş "
ÇáÓíÏÉ Ïíãå Âá ÍÓíä,Government social research officer,611-878-2368x07688,al-lshykhsfyn@yahoo.com,Qatar," 5,761,768.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ãíÑÇ ÇáÎÑÇİí,Animal technologist,+1-959-863-6735x9685,wryd61@hotmail.com,Timor-Leste," 4,855,151.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ äæİ Âá Úáí,Farm manager,406-566-2917,sm76@yahoo.com,Monaco," 11,800,126.00 Ï.Ú.ş "
ÒåÑÉ ÇáÌÇÈÑ,Broadcast engineer,681.575.7118,lhkyrshryf@yahoo.com,Cambodia," 4,436,997.00 Ï.Ú.ş "
ÈÊæá Âá ÍÓíä,Town planner,001-228-919-2605x9227,skhb-lkhyl@hotmail.com,Mauritius," 9,200,710.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÃÓÑÇÑ ÔÑÈÊáí,Ceramics designer,462-632-3805,lhfnmhn@yahoo.com,Guyana," 10,124,056.00 Ï.Ú.ş "
